name,product_id,price_current,price_old,discount_pct,installment_monthly,installment_term,url,image_url,page
"Planşet Apple iPad Mini 8.3"" A15 Bionic 2021 Wi-Fi + Cellular 64GB Pink",315688,,1714.78,,95.27,18 ay,https://birmarket.az/product/315688-planshet-apple-ipad-mini-6-2021-wi-fi-cellular-64gb-pink-mk8c3ll-a,https://strgimgr.b-cdn.net/sized/280/315688-67d75a6c40ea6772f338bac1b4167ce9.jpg,26
Planşet Umiio 16 Max 18GB/1TB Blue,1426346,456.00,497.00,-8 %,25.34,18 ay,https://birmarket.az/product/1426346-umiio-16-max-tablet-18gb-ram-1tb-blue,https://strgimgr.b-cdn.net/img/product/280/206513fb-4444-4025-b19f-3d1dc57681ec.jpeg,26
Planşet Telzeal P800 Dreams 6GB/256GB Blue,1766440,188.95,223.00,-15 %,10.50,18 ay,https://birmarket.az/product/1766440-p800-dreams-telzeal-planshet-6-256gb,https://strgimgr.b-cdn.net/img/product/280/6439e2ae-60f9-480c-a1e4-d795fcdd9acb.jpeg,26
"Planşet G-tab Pad 10 Pro 10.1"" 10/128GB Gray + Klaviatura",1184044,238.99,299.00,-20 %,13.28,18 ay,https://birmarket.az/product/1184044-planshet-g-tab-pad-10-pro-10-1-10-128gb-gray-klaviatura-gtabpad10prograypluskeyboard,https://strgimgr.b-cdn.net/img/product/280/a99e458c-e76f-4589-b5d2-6f3f21e6e0b4.jpeg,26
Planşet Umiio Dreams 17 Pro Max 16GB/1TB Blue,1820779,,266.54,,14.81,18 ay,https://birmarket.az/product/1820779-umiio-dreams-17-pro-max-mavi,https://strgimgr.b-cdn.net/img/product/280/c5737864-7f83-4821-9cba-016b6dd5a7fc.jpeg,26
"Planşet G-tab Pad 10 Pro 10.1"" 10GB/128GB Gray + Keyboard",1184038,,259.00,,14.39,18 ay,https://birmarket.az/product/1184038-planshet-g-tab-pad-10-pro-10-1-10-128gb-boz-gtabpad10probozpluskeyboard,https://strgimgr.b-cdn.net/img/product/280/f2486a2b-6c4b-4bd4-ab6d-ad99a65e4e91.jpeg,27
Planşet Telzeal P800 6GB/256GB Blue,1770774,188.95,247.00,-24 %,10.50,18 ay,https://birmarket.az/product/1770774-telzeal-p800-mavi-planshet-6gb-256gb,https://strgimgr.b-cdn.net/img/product/280/d793070a-9a05-4c00-88e7-53ce57fd457f.jpeg,27
"Planşet G-Tab T8S 8"" 8GB/64GB Boz - G-Tab_7676356",1246818,159.00,179.00,-11 %,8.84,18 ay,https://birmarket.az/product/1246818-planshet-g-tab-t8s-8-8gb-64gb-boz-g-tab_7676356,https://strgimgr.b-cdn.net/img/product/280/46b6e71a-4259-49f9-b65d-1c23fd543e78.jpeg,27
Planşet Modio m92 çəhrayı,1556055,,229.00,,12.73,18 ay,https://birmarket.az/product/1556055-planshet-modio-m92-chehrayi,https://strgimgr.b-cdn.net/img/product/280/82f230b1-ee10-454c-994b-ac4dc7b951c7.jpeg,27
"Planşet Umiio 16 Max 18GB/1TB, Blue",1697595,449.54,523.00,-14 %,24.98,18 ay,https://birmarket.az/product/1697595-umiio-dr-16-max-14-inch-18gb-ram-1tb-planshet-mavi,https://strgimgr.b-cdn.net/img/product/280/1b712a36-5b8a-4e98-8209-b4f127bec76f.jpeg,27
Planşet G-tab Dreams-T8S 8GB/64GB,1273056,159.00,179.00,-11 %,8.84,18 ay,https://birmarket.az/product/1273056-g-tab-dreams-t8s-8gb-yaddash-64gb,https://strgimgr.b-cdn.net/img/product/280/0109858d-9238-457e-9517-b1e8b6828f2c.jpeg,27
"Planşet G-tab 10 PRO 10.1"" 4GB/128GB Blue",1217018,238.99,297.00,-20 %,13.28,18 ay,https://birmarket.az/product/1217018-g-tab-pad10-pro-128gb-orginal,https://strgimgr.b-cdn.net/img/product/280/87ad717b-84f9-4bb3-b4d6-5cb29f06b497.jpeg,27
Planşet Oteeto Tab8 5G 8GB/512GB Blue,1269020,,159.00,,8.84,18 ay,https://birmarket.az/product/1269020-tab8-dreams-5g-android-planshet-8-duymluk-ekran-8gb-ram-512b-rom-5000-mah,https://strgimgr.b-cdn.net/img/product/280/bf4a7e86-4d9d-4751-a167-61c29d963214.jpeg,27
Planşet Modio M92 Pink,1470783,,199.00,,11.06,18 ay,https://birmarket.az/product/1470783-modio-m92-pink,https://strgimgr.b-cdn.net/img/product/280/2c4ed1de-ee6e-42a0-8ca0-33bd1496e5bf.jpeg,27
Planşet G-tab T8s 4GB/64GB Grey,1258979,,159.00,,8.84,18 ay,https://birmarket.az/product/1258979-g-tab-t8s-dreams-8-0-duymluk-planshet-64gb-4gb4gb-ram,https://strgimgr.b-cdn.net/img/product/280/4ac2136c-824e-4904-8060-4e043e03ad08.jpeg,27
"Planşet G-tab t8s, boz",1197176,159.00,189.00,-16 %,8.84,18 ay,https://birmarket.az/product/1197176-g-tab-t8s,https://strgimgr.b-cdn.net/img/product/280/66eafe1e-e417-4c41-aa50-2a0757ac77bf.jpeg,27
Planşet Telzeal P201 12/512GB Purple,1815070,,250.54,,13.92,18 ay,https://birmarket.az/product/1815070-telzeal-benovsheyi-p201-12-512gb,https://strgimgr.b-cdn.net/img/product/280/be70efcb-ab7e-4e95-afc2-ca9ac560e8e5.jpeg,27
"Planşet G-tab Pad 10 Pro 10.1"" 10/128GB Mavi Wi-Fi + Klaviatura",1184042,,259.00,,14.39,18 ay,https://birmarket.az/product/1184042-planshet-g-tab-pad-10-pro-10-1-10-128gb-mavi-wi-fi-klaviatura-gtabpad10promavipluskeyboard,https://strgimgr.b-cdn.net/img/product/280/56ce19ef-af74-4d64-92bd-3bbc89566dd5.jpeg,27
Planşet Nodizz NPad 15 512GB,1262428,179.00,259.00,-31 %,9.95,18 ay,https://birmarket.az/product/1262428-noddiz-npad-n15,https://strgimgr.b-cdn.net/img/product/280/396d52a5-f3ad-4bb5-8229-9962d3fdfef9.jpeg,27
Planşet Telzeal P800 Dreams 6GB/256GB Pink,1694955,188.95,226.00,-16 %,10.50,18 ay,https://birmarket.az/product/1694955-telzeal-p800-dreams-8inch-6-256gb,https://strgimgr.b-cdn.net/img/product/280/a6b00b18-578c-4fd3-b74f-8f92a1392cef.jpeg,27
Uşağlar üçün planşet Nodizz Npad 708 Pink,1439080,114.98,165.00,-30 %,6.39,18 ay,https://birmarket.az/product/1439080-nodizz-npad-708-ushaglar-uchun-planshet,https://strgimgr.b-cdn.net/img/product/280/6493b5bd-4417-4504-9d82-b645007021df.jpeg,27
Planşet Modio m19 8/512GB Gray,726011,,229.40,,12.75,18 ay,https://birmarket.az/product/726011-planshet-modio-m19-8-512gb-gray,https://strgimgr.b-cdn.net/sized/280/726011-4dc0d654d3a12e69c7ca0316c412c41d.jpg,27
Planşet Modio m19 8/512GB Blue,726010,,208.40,,11.58,18 ay,https://birmarket.az/product/726010-planshet-modio-m19-8-512gb-blue,https://strgimgr.b-cdn.net/sized/280/726010-6acd62e13d1aa4b5e60ef140988e878b.jpg,27
Planşet Modio m19 8/512GB Green,726013,,208.40,,11.58,18 ay,https://birmarket.az/product/726013-planshet-modio-m19-8-512gb-green,https://strgimgr.b-cdn.net/sized/280/726013-4dc0d654d3a12e69c7ca0316c412c41d.jpg,27
Planşet ATOUCH Q42 Kids 8GB/256GB Green Tech,1829706,,219.00,,12.17,18 ay,https://birmarket.az/product/1829706-planshet-atouch-q42-kids-8gb-256gb-green-tech,https://strgimgr.b-cdn.net/img/product/280/a3f543f4-d431-4006-a078-e6f7638b242c.jpeg,27
Planşet MODIO M45 Black,1829009,,400.00,,22.23,18 ay,https://birmarket.az/product/1829009-planshet-modio-m45-black,https://strgimgr.b-cdn.net/img/product/280/2c9a9c85-07f1-455a-9ece-cb774b8e6de8.jpeg,27
"Planşet G-tab Pad 10 Pro 10.1"" 10GB/128GB Blue + Keyboard",1184040,,259.00,,14.39,18 ay,https://birmarket.az/product/1184040-planshet-g-tab-pad-10-pro-10-1-10gb-128gb-blue-wi-fi-5g-gtabpad10probluepluskeyboard,https://strgimgr.b-cdn.net/img/product/280/893c1b4c-5185-45a2-b746-b27304aa050a.jpeg,27
Planşet Modio M19 8GB/256GB Gold,588697,,194.86,,10.83,18 ay,https://birmarket.az/product/588697-planshet-modio-m19-8gb-256gb-gold,https://strgimgr.b-cdn.net/sized/280/588697-e41664b120d729d5a9b1b19aeada0478.jpg,27
Planşet Nodizz Npad20 16GB/512GB Dark Metal,1561254,219.00,298.00,-27 %,12.17,18 ay,https://birmarket.az/product/1561254-planshet-nodizz-npad20-10-1-16gb-512gb-dark-metal,https://strgimgr.b-cdn.net/img/product/280/f6a50375-7c93-4048-ac53-f852e9bd3948.jpeg,27
Planşet G-tab S50 klaviatura ilə,1624151,,419.00,,23.28,18 ay,https://birmarket.az/product/1624151-g-tab-s50-ve-ck6-keyboard,https://strgimgr.b-cdn.net/img/product/280/1bb915c9-10ab-4cca-8979-4dca45fc4096.jpeg,28
Planşet Umiio Dreams-16 Max 18GB/512GB Black,1275539,438.97,520.00,-16 %,24.39,18 ay,https://birmarket.az/product/1275539-umiio-dreams-16-max-14-inch-18gb-512gb-black,https://strgimgr.b-cdn.net/img/product/280/918a4ce6-be61-49a1-8f55-141012f7b133.jpeg,28
Planşet Telzeal P201 12GB/512GB Green,1547990,248.00,289.00,-14 %,13.78,18 ay,https://birmarket.az/product/1547990-telzeal-dreams-p201-planshet-12-512gb-yashil,https://strgimgr.b-cdn.net/img/product/280/edb5ae07-7a8c-4804-831d-5781f97aad99.jpeg,28
Planşet Umiio S25 Ultra,1397041,,199.00,,11.06,18 ay,https://birmarket.az/product/1397041-umiio-s25-ultra-orng,https://strgimgr.b-cdn.net/img/product/280/2893416c-7200-431b-b5be-3c2b6e2d3694.jpeg,28
Planşet P800 Grey Dreams,1757356,,188.95,,10.50,18 ay,https://birmarket.az/product/1757356-p800-grey-dreams-telzeal-planshet,https://strgimgr.b-cdn.net/img/product/280/b8d79f98-58f5-4411-9307-c8b93154ed2a.jpeg,28
Planşet Modio m19 8/512GB Gold,726012,,229.40,,12.75,18 ay,https://birmarket.az/product/726012-planshet-modio-m19-8-512gb-gold,https://strgimgr.b-cdn.net/sized/280/726012-4dc0d654d3a12e69c7ca0316c412c41d.jpg,28
"Planşet G-Tab T12/10,1 düym IPS/4 GB RAM-128 GB ROM",1302163,298.00,340.00,-12 %,16.56,18 ay,https://birmarket.az/product/1302163-g-tab-t12-planshet-10-1-duym-ips-4-gb-ram-128-gb-rom,https://strgimgr.b-cdn.net/img/product/280/adc14020-85a1-480d-a5f5-87cbbf2bf166.jpeg,28
Planşet CCİT A92W Yellow 4/64,1809484,,200.00,,11.12,18 ay,https://birmarket.az/product/1809484-planshet-ccit-a92w-yellow,https://strgimgr.b-cdn.net/img/product/280/7655661c-a1d5-4d0b-a93f-da8d750ac055.jpeg,28
"Planşet G-tab Pad 10 Pro 10.1"" 10/128GB Gray",1184032,248.45,299.00,-17 %,13.81,18 ay,https://birmarket.az/product/1184032-planshet-g-tab-pad-10-pro-10-1-10-128gb-boz-gtabpad10proboz,https://strgimgr.b-cdn.net/img/product/280/94d740b5-c488-4ae2-aef2-0cd1f00e96a7.jpeg,28
G-Tab T8S orng676prem,1248627,159.00,179.00,-11 %,8.84,18 ay,https://birmarket.az/product/1248627-g-tab-t8s,https://strgimgr.b-cdn.net/img/product/280/b5ac921e-0fcb-4b4f-b392-d705eae58c99.jpeg,28
"Planşet G-tab Pad 10 Pro 10.1"" 10GB/128GB Blue",1184034,,249.00,,13.84,18 ay,https://birmarket.az/product/1184034-planshet-g-tab-pad-10-pro-10-1-10gb-128gb-blue-gtabpad10problue,https://strgimgr.b-cdn.net/img/product/280/e548de47-2ba8-493a-b06e-4d8116249554.jpeg,28
